丑   4625 8074 8968 10317 19499 19869 23827 28862 29059 
专   2349 5156 5707 5708 5709 5710 5711 10318 10319 10320 10321 10322 10323 12414 13838 13839 13840 14811 14812 16688 16689 16690 16691 16692 16693 16694 16695 17464 18433 18434 18647 19951 21268 21269 21270 21271 21272 21273 21927 21928 23828 23829 23830 25425 28128 28129 
且   987 2350 3986 16716 17638 
世   44 45 75 484 545 1012 1041 1058 1068 1166 1217 1676 1922 2351 2352 2906 3295 3404 3405 3406 3407 3408 3409 3420 3473 3485 3508 3607 3706 3709 3712 3805 4697 4831 4871 5712 5713 5714 5715 5716 5717 5718 5719 5747 5856 5865 5893 6078 6080 6186 6302 6304 6307 6308 6325 6780 7026 7230 7386 7428 7958 8356 8471 8581 8720 8721 8722 8723 8959 8970 9055 9056 9123 9162 9350 9760 10324 10343 10684 10685 10686 11484 12167 12415 12416 12417 12418 12630 12744 12961 13841 14687 14813 14814 14815 15028 15343 16510 16696 16697 16698 16699 16717 16766 16975 17010 17011 17012 17013 18330 18435 18436 18577 18798 19023 19118 19183 19185 19500 19501 19502 19503 19504 19570 19635 19723 19724 19843 19934 20455 20655 21827 21929 21930 21931 21932 21933 21934 21935 22025 22187 22246 22442 23083 23102 23168 23173 23346 23831 23832 23833 23834 23835 23850 24489 24683 24684 25313 25426 25427 25428 25429 25430 25431 25432 25576 25724 25780 25800 25938 26028 26289 26881 27063 27204 27459 27622 28130 28189 28930 
丘   7977 10325 
业   1043 1254 1540 2696 3481 3882 4002 4126 4358 4868 5884 5968 6194 6266 6877 10318 10319 10326 10405 10447 10485 12019 12598 13838 13842 14816 14817 16688 16700 16701 16760 18653 18654 18655 19505 20759 21268 21269 21270 21274 21308 21351 21597 21724 21936 21978 22028 22642 23836 23837 24043 24220 24512 25838 26045 26270 28128 
丛   10067 19196 21275 21937 
东   46 988 989 990 1850 3410 4944 5720 5721 5722 5723 5724 5725 5726 7559 7647 8724 10327 10328 10329 12209 12419 12420 12917 13655 14818 14819 15350 16063 16702 16703 18437 18438 18439 18440 18441 18576 19033 20656 21938 21939 21940 22879 23838 23839 23840 24299 24749 25433 25434 25867 27553 27554 28863 
丝   3316 8725 10330 10691 16704 17023 25314 25375 25435 
丢   10331 13843 16705 23841 
两   47 48 991 992 993 2206 2353 2354 2355 3411 3412 3413 4945 4946 4947 4948 4949 4950 4951 4952 5727 5728 5729 5730 5731 5732 5733 5734 5735 5736 5737 5738 5739 6284 8437 8726 8727 8728 8729 8730 9742 10332 10333 10334 10335 12421 12422 12423 12424 12425 12426 13844 14207 14820 14821 14822 14823 16706 16707 16708 16709 18442 18443 19506 19507 20176 20631 21276 21277 21278 21941 21942 21943 23604 23842 23843 23844 25368 25436 25437 25438 25439 26858 27555 27556 28131 28132 28133 28134 28135 28136 28864 28865 
严   994 2356 3414 3415 3959 4953 5740 5741 5742 5743 6931 8731 8732 10336 10337 12427 13845 15456 16710 16711 17271 18076 18444 19508 19509 19510 21944 21945 22076 23845 23846 23847 24718 25440 25476 28396 28866 29311 
丧   49 995 11574 12428 14824 15906 20657 21044 23848 24835 25441 26308 
个   1 19 47 50 160 245 462 921 991 996 997 1754 1840 2298 2353 2357 2358 2359 2360 2361 2362 2507 2591 2839 2953 3337 3361 3363 3411 3416 3417 3418 3419 3560 3646 3720 3797 4353 4567 4910 4945 4954 5034 5603 5641 5648 5728 5744 5745 5746 6175 6179 6182 6306 6309 6558 7250 7323 7956 7959 7963 7967 8647 8675 8726 8733 8734 9005 9111 9539 10238 10332 10338 10339 10340 10341 10342 10938 11348 11992 12237 12365 12385 12421 12469 12483 12766 13079 13226 13445 13806 13822 13846 13847 13848 13868 13948 14712 14820 15022 15682 16603 16637 16706 16712 16713 16714 16715 16770 17559 18412 18445 18446 18447 18921 19418 19458 19506 19511 19554 19819 20091 20628 20658 21237 21252 21276 21541 21593 21828 21867 21941 21946 22361 22418 23052 23746 23842 23849 23905 24599 24742 24957 24958 25315 25436 25442 25443 25444 25445 25673 27040 27542 27555 27557 27558 27880 28096 28108 28131 28137 28243 28334 28509 28823 28834 28864 28867 28868 28934 28997 
中   51 52 53 54 55 56 57 64 84 297 310 998 999 1000 1001 1002 1003 1004 1005 1006 1007 1008 1112 1218 1247 1359 1555 1636 1767 1959 2024 2111 2363 2364 2365 2366 2367 2368 2369 2370 2378 2419 2555 3420 3421 3422 3423 3424 3425 3426 3427 3428 3429 3430 3451 3492 4563 4847 4880 4955 4956 4957 4958 4959 4960 4961 4967 5388 5471 5491 5588 5589 5747 5748 5749 5750 5751 5752 5753 5754 5755 5756 5757 5758 5759 5760 5761 5762 5763 5764 5765 5766 5767 5768 5769 5770 5809 5839 5997 6413 6477 6592 6594 6658 6710 6881 6965 7121 7254 8266 8614 8735 8736 8737 8738 8739 8740 8741 8742 8743 8744 8764 9385 9951 10192 10343 10344 10345 10346 10347 10348 10349 10350 10351 10352 10353 10354 10375 10448 11386 11387 11721 12429 12430 12431 12432 12433 12434 12435 12436 12437 12438 12439 12453 12513 12720 12899 13546 13739 13849 13850 13851 14077 14207 14825 14826 14827 14828 14829 14830 14831 14832 14833 14834 14850 15045 15055 15372 15513 15717 15869 16042 16139 16716 16717 16718 16719 16720 16721 16722 16723 16724 16725 16726 16727 16728 16729 16730 16731 16754 17593 17595 17639 17864 18448 18449 18450 18451 18452 18461 18528 18596 18644 18818 19512 19513 19514 19515 19516 19584 19739 19998 20127 20367 20469 20659 20660 20661 20662 20663 20689 20735 21215 21287 21456 21947 21948 21949 21950 21951 21952 21953 21954 21955 21956 21957 21958 21959 21960 21979 22685 22752 23393 23509 23850 23851 23852 23853 23871 23935 25446 25447 25448 25449 25450 25451 25452 25453 25454 25480 25515 25644 25691 26331 26508 26608 26674 26711 27111 27421 27468 27559 27560 27561 27562 27692 27771 28138 28139 28140 28141 28142 28143 28154 28178 28206 28869 28874 
丰   58 59 1009 1010 2371 2372 3431 3432 3433 3434 3452 4962 5771 5772 5773 8745 8746 10355 10356 10357 12440 12441 13852 14835 14836 16732 16733 19517 20664 20665 21961 21962 23854 23855 23856 25455 27563 27564 27863 28122 28144 28145 
串   12442 
临   1011 3317 3435 5774 5775 7460 8548 12324 14895 15012 15411 18747 25278 26490 28788 
丹   3436 10358 
为   228 298 414 455 521 781 786 888 904 1012 1013 1014 1586 1631 1772 1976 2079 2114 2329 2363 2615 2763 2794 2796 3078 3147 3189 3190 3209 3219 3437 3438 3502 3525 3703 3798 3875 3931 4060 4122 4208 4249 4262 4268 4310 4311 4698 4723 4730 4781 4987 5134 5219 5298 5308 5309 5419 5463 5497 5504 5695 5776 5777 5778 5779 5780 5781 5782 5783 5784 5785 5786 5919 5940 6011 6196 6250 6335 6399 6410 6488 6659 6788 6852 6992 7112 7315 7330 7380 7381 7390 7466 7481 8133 8209 8210 8239 8240 8252 8254 8279 8280 8311 8388 8392 8405 8549 8562 8747 8748 8749 8750 8751 8765 8841 8876 9014 9257 9456 9524 9592 9639 9640 10009 10011 10012 10049 10114 10271 10359 10360 10412 10465 11076 11215 11421 11436 11443 11460 11504 11821 12015 12020 12076 12175 12335 12443 12444 12445 12563 12824 12954 12966 13022 13120 13175 13268 13434 13586 13609 13652 13853 13998 14143 14198 14330 14465 14556 14563 14691 14807 14837 14838 14839 14869 15005 15111 15175 15573 15758 15776 15783 15835 16133 16342 16347 16424 16431 16563 16734 16735 16782 16807 17465 17625 17640 17648 17950 18102 18154 18195 18249 18259 18385 18388 18491 18771 18856 18963 18976 18981 19004 19047 19156 19177 19268 19288 19296 19518 19613 19847 19991 20132 20157 20257 20453 20475 20530 20666 20690 20846 21161 21559 21564 21667 21668 21730 21735 21882 21963 21964 21965 21966 21967 21968 21969 22089 22118 22367 22611 22727 22762 22886 22940 22975 23006 23086 23299 23340 23451 23477 23490 23857 23858 23859 23943 24246 24504 24601 24653 24662 24704 25062 25095 25121 25185 25220 25376 25456 25457 25458 25459 25460 25461 25462 25463 25464 25577 25612 25621 25666 25820 25847 25890 26196 26232 26321 26365 26399 26488 26509 26551 26669 26767 26822 26856 27042 27056 27230 27246 27336 27413 27565 27853 28018 28146 28147 28165 28472 28535 28740 28870 29049 29202 29255 29325 29437 
主   55 60 61 62 218 586 603 634 746 1015 1016 1017 1018 1019 1178 1912 2087 2373 2374 2536 3068 3118 3155 3156 3241 3439 3440 3441 3442 3443 3444 3445 3446 3447 3510 3770 3811 3832 4459 4489 4538 4963 4964 4965 5708 5713 5776 5787 5788 5789 5790 5791 5792 5793 5794 5795 5796 5797 5798 5799 5800 5801 5802 5803 5804 5805 5833 5889 5900 5901 5903 5914 6017 6109 6159 6184 6220 6339 6417 6538 6540 6544 6576 6577 6585 6595 6603 6636 6714 6718 6744 6781 6794 6796 6810 7002 7018 7174 7291 7300 7424 7446 7547 7562 7564 7615 7650 7771 7778 7786 7839 7851 7889 7906 7920 8043 8131 8132 8151 8210 8217 8331 8338 8350 8397 8576 8603 8604 8608 8747 8752 8753 8754 8755 8756 8757 8758 8759 8760 8761 8851 9688 9719 9736 9764 10361 10362 10363 10364 10365 10366 10367 10368 10369 10432 10433 10705 10711 10712 10823 10825 10937 11117 11247 11272 11373 11601 11686 11839 11899 11970 12027 12065 12132 12151 12346 12443 12446 12447 12448 13854 13855 13856 14261 14840 14841 14842 14843 14844 14845 14846 16203 16337 16736 16737 16738 16739 16740 16741 16786 16993 17102 17203 17205 17376 17785 18010 18111 18146 18222 18232 18396 18397 18451 18453 18454 18455 18456 18457 18458 18480 18551 18634 18642 18728 18761 18996 19121 19126 19133 19258 19273 19294 19519 19520 19521 19522 20051 20268 20658 20667 20668 20669 20670 20671 20672 20677 20736 20845 20939 20983 21042 21092 21106 21177 21229 21279 21280 21281 21282 21283 21963 21970 21971 21972 21973 21974 22247 22322 23849 23857 23860 23861 23862 23863 23864 23865 23866 23867 23868 23869 23870 23921 24012 24077 24097 24133 24278 24536 24751 24753 24810 24841 24940 25156 25268 25298 25456 25465 25466 25467 25468 25469 25470 25471 25472 25473 25474 26857 26884 27565 27566 27567 27568 27569 27882 27904 28146 28148 28149 28150 28320 28324 28729 28871 28872 28873 
丽   2254 4626 8049 11925 14670 15284 17832 17834 18601 20807 25004 27936 28680 
举   2 63 834 910 1665 3448 4729 5700 5806 6922 9652 10370 12449 14800 14847 16972 18459 18460 23872 27004 28151 28152 
乃   911 1020 2375 3449 5807 8762 12450 14083 16742 21975 25475 25597 
久   25 404 957 4153 4224 4304 6342 7177 9697 10371 11291 12454 14491 14760 14851 15447 16743 17505 19946 22352 22909 27424 28410 
么   271 12820 14788 15296 19956 24282 26041 29032 
义   55 218 351 409 580 586 603 629 634 641 746 951 1021 1578 1606 1885 1912 2223 2536 2665 2783 3068 3118 3173 3225 3241 3366 3453 3510 3770 3814 4108 4459 4538 4966 5089 5207 5359 5517 5708 5713 5787 5788 5833 5889 5900 5901 5903 5914 6017 6109 6159 6184 6220 6339 6417 6538 6540 6544 6576 6585 6603 6636 6714 6744 6794 6796 6810 6927 7002 7098 7174 7291 7300 7424 7446 7479 7547 7564 7615 7650 7771 7778 7786 7851 7889 7906 7920 7983 8043 8151 8210 8217 8307 8331 8338 8350 8397 8603 8604 8608 8752 8851 8862 9130 9435 9675 9688 9719 9736 9764 9842 9871 9896 10361 10372 10432 10433 10705 10711 10712 10808 10823 10825 10937 11117 11194 11247 11272 11373 11434 11515 11558 11601 11611 11686 11839 11899 11970 12027 12065 12132 12151 12346 12510 13014 14187 14261 14840 14944 15217 15454 15556 15851 15894 15939 16203 16337 16736 16786 17102 17108 17188 17203 17205 17376 17393 17451 17634 17646 17713 17759 17785 17790 17791 18010 18111 18146 18222 18232 18294 18396 18397 18451 18480 18498 18551 18634 18642 18728 18761 18772 18842 18994 18996 19121 19126 19133 19258 19273 19294 19306 19382 20029 20085 20268 20658 20677 20736 20834 20845 20939 20983 21092 21106 21177 21229 21509 22069 22322 22553 22587 22746 22860 23264 23316 23466 23849 23921 24077 24097 24133 24190 24278 24309 24494 24536 24753 24810 24841 24940 25156 25221 25268 25298 25476 25477 25945 26381 26603 26707 26884 27050 27904 28062 28325 28465 28875 29232 29398 
之   64 65 66 67 68 69 70 213 234 511 663 932 1022 1023 1024 1025 1026 1027 1028 1029 1030 1031 1032 1033 1034 1035 1036 1037 1038 1317 1324 1360 1418 1442 1456 1536 1553 1579 1936 1950 2087 2329 2376 2377 2378 2379 2380 2381 2382 2383 2384 2567 3345 3395 3437 3450 3451 3452 3453 3454 3455 3456 3457 3458 3459 3460 3461 3462 3463 3464 3465 3466 3467 3468 3469 3470 3982 4324 4330 4758 4818 4952 4967 4968 4969 4970 5407 5419 5760 5808 5809 5810 5811 5812 5813 5814 5815 5816 5817 5818 5819 5820 5821 5822 5823 5824 5825 5826 5827 5828 5829 5830 6140 6325 6326 6330 6393 6397 6414 6724 6993 7413 7812 8075 8240 8249 8518 8531 8665 8763 8764 8765 8766 8767 8768 8769 8770 8771 8772 8773 8774 8775 8776 8777 8778 8779 8780 8781 8782 8783 8784 8785 8786 8787 8788 8789 8790 8791 8792 8793 8794 8795 8796 8842 8869 9039 9209 9275 9378 9410 9643 9664 9739 9785 10031 10045 10086 10188 10335 10373 10374 10375 10376 10377 10378 10379 10380 10381 10382 10383 10384 10385 10386 10387 10388 10389 10749 11387 11407 11467 11537 11749 11759 11821 12068 12304 12451 12452 12453 12454 12455 12456 12457 12458 12459 12460 12461 12462 12463 12464 12465 12466 12742 13206 13737 13857 13858 13859 13860 13861 13862 13863 13923 14593 14676 14721 14848 14849 14850 14851 14852 14853 14854 14855 14856 14857 14858 14859 14860 14861 14862 14863 14864 14865 14887 15005 15055 15571 15717 16038 16133 16164 16521 16609 16743 16744 16745 16746 16747 16748 16749 16750 17416 17593 17595 17880 17881 17904 17977 18461 18462 18463 18464 18465 19523 19524 19525 19526 19527 19528 19529 19530 19531 19532 19533 19731 20044 20470 20636 20673 20996 21284 21285 21286 21442 21489 21668 21976 21977 21978 21979 21980 21981 21982 21983 21984 21985 21986 21987 21988 21989 21990 21991 21992 21993 21994 21995 21996 21997 21998 21999 22000 22001 22002 22003 22004 22005 22006 22007 22008 22009 22010 22011 22012 22013 22014 22025 22045 22344 22531 22679 22866 22983 23081 23137 23144 23282 23374 23439 23711 23755 23871 23872 23873 23874 23875 23876 23877 23878 23879 23880 23881 23882 23883 24263 25317 25362 25426 25478 25479 25480 25481 25482 25483 25484 25485 25486 25487 25488 25489 25490 25491 25492 25493 25494 25495 25496 25497 25498 25499 25500 25501 25502 25503 25504 25505 25506 25507 25508 25509 25510 25511 25512 25513 25514 25515 25516 25517 25518 25519 25520 25521 25522 25523 25524 25525 25526 25527 25528 25529 25530 25531 25532 25533 25534 25535 25536 25537 25538 25539 25540 25541 25719 25897 25939 25988 26289 26382 26408 26598 26741 26791 26907 26972 27238 27239 27260 27272 27310 27319 27343 27459 27487 27570 27571 28135 28153 28154 28155 28156 28157 28158 28189 28203 28343 28874 28875 28876 28877 28878 29325 29483 
乌   2385 3471 16751 19534 25542 
乎   114 226 1113 2443 2484 2592 3551 3647 4993 5980 6176 6467 10490 10610 11093 12308 12603 13889 13949 14402 14950 15059 16838 16948 17087 17088 17927 18271 18500 19605 19692 22021 22243 22525 22526 23106 23717 23961 24054 24141 24727 25657 25692 25795 25926 26066 26533 26591 26647 27031 27358 27481 28176 28244 29115 
